date,ticker,open,high,low,close,volume
2024-05-03,MSFT,117.35,119.22,111.86,113.68,2385498
2024-05-06,MSFT,113.68,115.03,110.68,112.01,1488648
2024-05-07,MSFT,112.01,112.83,108.99,109.79,1815194
2024-05-08,MSFT,109.79,111.41,104.86,106.43,2365076
2024-05-09,MSFT,106.43,109.25,106.15,108.96,2059561
2024-05-10,MSFT,108.96,111.71,107.44,110.17,1572477
2024-05-13,MSFT,110.17,112.39,105.04,107.19,2247994
2024-05-14,MSFT,107.19,108.46,105.37,106.64,1438833
2024-05-15,MSFT,106.64,113.23,104.31,110.81,2626794
2024-05-16,MSFT,110.81,112.15,110.26,111.60,1215816
2024-05-17,MSFT,111.60,112.03,111.52,111.95,1365884
2024-05-20,MSFT,111.95,114.88,110.71,113.63,1535215
2024-05-21,MSFT,113.63,119.77,112.29,118.37,2628516
2024-05-22,MSFT,118.37,124.91,115.07,121.52,2219698
2024-05-23,MSFT,121.52,124.27,117.92,120.65,1271409
2024-05-24,MSFT,120.65,121.03,118.87,119.25,1479922
2024-05-27,MSFT,119.25,123.85,117.55,122.11,2256151
2024-05-28,MSFT,122.11,124.65,120.00,122.53,1357678
2024-05-29,MSFT,122.53,125.33,119.36,122.15,1097811
2024-05-30,MSFT,122.15,125.80,118.79,122.44,1245682
2024-05-31,MSFT,122.44,125.58,120.42,123.53,1522926
2024-06-03,MSFT,123.53,126.49,121.34,124.28,1245382
2024-06-04,MSFT,124.28,127.46,122.38,125.54,1453016
2024-06-05,MSFT,125.54,125.60,123.30,123.35,1685908
2024-06-06,MSFT,123.35,125.44,122.43,124.51,1552611
2024-06-07,MSFT,124.51,132.74,122.57,130.70,3127390
2024-06-10,MSFT,130.70,131.92,126.22,127.41,1962732
2024-06-11,MSFT,127.41,130.43,124.93,127.94,1274086
2024-06-12,MSFT,127.94,129.10,127.15,128.30,1209985
2024-06-13,MSFT,128.30,134.46,126.83,132.93,2529698
2024-06-14,MSFT,132.93,134.81,131.01,132.89,1030383
2024-06-17,MSFT,132.89,138.67,130.12,135.83,1810254
2024-06-18,MSFT,135.83,138.40,132.75,135.32,1215064
2024-06-19,MSFT,135.32,135.48,129.76,129.93,2800190
2024-06-20,MSFT,129.93,137.35,129.09,136.47,3297803
2024-06-21,MSFT,136.47,139.57,134.83,137.91,1401725
2024-06-24,MSFT,137.91,140.69,134.54,137.31,1293649
2024-06-25,MSFT,137.31,138.82,129.45,130.89,2839579
2024-06-26,MSFT,130.89,132.54,125.49,127.09,2083373
2024-06-27,MSFT,127.09,129.34,125.56,127.80,1308635
2024-06-28,MSFT,127.80,130.22,124.64,127.04,1418958
2024-07-01,MSFT,127.04,130.68,124.52,128.14,1555456
2024-07-02,MSFT,128.14,132.66,126.05,130.53,1896265
2024-07-03,MSFT,130.53,132.93,128.86,131.24,1244182
2024-07-04,MSFT,131.24,131.98,129.99,130.73,1089601
2024-07-05,MSFT,130.73,131.08,126.65,126.99,2183596
2024-07-08,MSFT,126.99,128.86,123.54,125.38,1414036
2024-07-09,MSFT,125.38,133.00,123.39,130.92,2852070
2024-07-10,MSFT,130.92,131.92,126.83,127.80,2171305
2024-07-11,MSFT,127.80,133.75,126.74,132.66,2551874
2024-07-12,MSFT,132.66,134.56,131.05,132.94,1017631
2024-07-15,MSFT,132.94,134.38,128.55,129.96,1922740
2024-07-16,MSFT,129.96,136.94,126.95,133.84,2150536
2024-07-17,MSFT,133.84,139.78,132.15,138.04,2258550
2024-07-18,MSFT,138.04,141.65,135.95,139.54,1654669
2024-07-19,MSFT,139.54,140.27,135.90,136.61,1958014
2024-07-22,MSFT,136.61,138.63,135.44,137.45,1308731
2024-07-23,MSFT,137.45,143.90,135.35,141.74,2525939
2024-07-24,MSFT,141.74,143.22,141.35,142.84,1213559
2024-07-25,MSFT,142.84,145.20,137.87,140.19,1883958
2024-07-26,MSFT,140.19,146.76,137.92,144.42,2196936
2024-07-29,MSFT,144.42,146.69,142.28,144.55,1059813
2024-07-30,MSFT,144.55,145.94,141.94,143.31,1636155
2024-07-31,MSFT,143.31,151.31,142.53,150.48,3038211
2024-08-01,MSFT,150.48,151.60,148.48,149.59,1426147
2024-08-02,MSFT,149.59,150.16,146.45,147.00,1866439
2024-08-05,MSFT,147.00,151.31,145.37,149.65,1733371
2024-08-06,MSFT,149.65,155.42,147.31,153.03,1891823
2024-08-07,MSFT,153.03,155.54,150.02,152.52,1421935
2024-08-08,MSFT,152.52,155.15,150.18,152.80,1143918
2024-08-09,MSFT,152.80,156.42,150.12,153.72,1456014
2024-08-12,MSFT,153.72,157.72,149.87,153.86,1268263
2024-08-13,MSFT,153.86,163.29,153.25,162.64,3463603
2024-08-14,MSFT,162.64,164.95,152.64,154.84,3184339
2024-08-15,MSFT,154.84,157.11,152.97,155.24,1382569
2024-08-16,MSFT,155.24,159.34,151.45,155.54,1089849
2024-08-19,MSFT,155.54,158.19,148.63,151.20,2312904
2024-08-20,MSFT,151.20,153.99,149.66,152.43,1238404
2024-08-21,MSFT,152.43,158.53,149.77,155.82,1873802
2024-08-22,MSFT,155.82,158.11,151.86,154.13,1347584
2024-08-23,MSFT,154.13,157.55,152.18,155.59,1615800
2024-08-26,MSFT,155.59,156.38,150.44,151.21,2411747
2024-08-27,MSFT,151.21,159.97,148.88,157.54,2973439
2024-08-28,MSFT,157.54,160.75,149.34,152.44,2474117
2024-08-29,MSFT,152.44,154.60,150.83,152.97,1435675
2024-08-30,MSFT,152.97,160.78,152.27,160.04,2803577
2024-09-02,MSFT,160.04,162.61,157.01,159.57,1036064
2024-09-03,MSFT,159.57,168.72,157.25,166.30,2984565
2024-09-04,MSFT,166.30,166.91,160.24,160.82,2550213
2024-09-05,MSFT,160.82,161.94,156.27,157.36,1829659
2024-09-06,MSFT,157.36,164.97,154.56,162.09,2208117
2024-09-09,MSFT,162.09,164.88,157.88,160.65,1391227
2024-09-10,MSFT,160.65,165.21,158.62,163.15,1671728
2024-09-11,MSFT,163.15,171.58,160.70,169.04,2511267
2024-09-12,MSFT,169.04,169.95,168.38,169.29,1208629
2024-09-13,MSFT,169.29,173.17,168.39,172.26,1616903
2024-09-16,MSFT,172.26,174.07,170.33,172.14,1198161
2024-09-17,MSFT,172.14,173.48,171.02,172.36,1319267
2024-09-18,MSFT,172.36,179.69,169.89,177.16,2388386
2024-09-19,MSFT,177.16,179.86,175.38,178.08,1259530
2024-09-20,MSFT,178.08,180.27,175.76,177.94,1037008
2024-09-23,MSFT,177.94,181.81,172.22,176.04,1356097
2024-09-24,MSFT,176.04,182.99,173.89,180.78,2235030
2024-09-25,MSFT,180.78,181.04,177.66,177.92,1793394
2024-09-26,MSFT,177.92,178.58,168.24,168.87,3203833
2024-09-27,MSFT,168.87,173.32,163.74,168.18,1212425
2024-09-30,MSFT,168.18,172.14,168.01,171.97,1922954
2024-10-01,MSFT,171.97,174.04,167.97,170.01,1689089
2024-10-02,MSFT,170.01,171.45,169.15,170.58,1400293
2024-10-03,MSFT,170.58,172.45,167.07,168.92,1462726
2024-10-04,MSFT,168.92,171.75,163.74,166.54,1669720
2024-10-07,MSFT,166.54,172.86,165.58,171.87,2401620
2024-10-08,MSFT,171.87,174.74,169.96,172.82,1228469
2024-10-09,MSFT,172.82,175.93,168.57,171.66,1454388
2024-10-10,MSFT,171.66,173.71,165.94,167.94,2095321
2024-10-11,MSFT,167.94,171.89,164.82,168.75,1370391
2024-10-14,MSFT,168.75,169.91,162.86,163.99,2345572
2024-10-15,MSFT,163.99,165.23,160.96,162.19,1511335
2024-10-16,MSFT,162.19,163.87,153.26,154.86,2943037
2024-10-17,MSFT,154.86,155.42,151.55,152.09,1703061
2024-10-18,MSFT,152.09,154.24,145.05,147.13,2340651
2024-10-21,MSFT,147.13,148.68,144.46,146.00,1450553
2024-10-22,MSFT,146.00,146.69,142.43,143.12,1955249
2024-10-23,MSFT,143.12,147.09,140.72,144.67,1703468
2024-10-24,MSFT,144.67,148.12,144.00,147.44,2043602
2024-10-25,MSFT,147.44,151.85,145.11,149.49,1629048
2024-10-28,MSFT,149.49,150.79,146.16,147.44,1573662
2024-10-29,MSFT,147.44,149.71,144.70,146.96,1410685
2024-10-30,MSFT,146.96,151.48,145.22,149.70,1988938
2024-10-31,MSFT,149.70,155.56,147.37,153.18,1909059
2024-11-01,MSFT,153.18,155.93,152.78,155.52,1737800
2024-11-04,MSFT,155.52,158.26,153.21,155.94,1065197
2024-11-05,MSFT,155.94,159.72,151.38,155.15,1347318
2024-11-06,MSFT,155.15,161.64,153.08,159.52,2257416
2024-11-07,MSFT,159.52,160.38,157.83,158.68,1442404
2024-11-08,MSFT,158.68,161.28,156.58,159.18,1159892
2024-11-11,MSFT,159.18,160.50,155.51,156.81,1882840
2024-11-12,MSFT,156.81,161.63,153.09,157.88,1541123
2024-11-13,MSFT,157.88,159.07,151.82,152.97,2366628
2024-11-14,MSFT,152.97,157.48,152.25,156.75,2230118
2024-11-15,MSFT,156.75,162.97,155.97,162.17,2651816
2024-11-18,MSFT,162.17,163.77,158.88,160.45,1418847
2024-11-19,MSFT,160.45,161.56,157.38,158.47,1558258
2024-11-20,MSFT,158.47,162.15,155.10,158.77,1195349
2024-11-21,MSFT,158.77,162.48,155.90,159.60,1482825
2024-11-22,MSFT,159.60,160.99,156.86,158.24,1463894
2024-11-25,MSFT,158.24,160.16,156.17,158.09,1152068
2024-11-26,MSFT,158.09,159.83,151.44,153.13,2251982
2024-11-27,MSFT,153.13,157.61,151.79,156.25,1721106
2024-11-28,MSFT,156.25,158.82,150.91,153.44,1673962
2024-11-29,MSFT,153.44,160.59,151.33,158.41,2279216
2024-12-02,MSFT,158.41,158.79,156.53,156.91,1382118
2024-12-03,MSFT,156.91,158.75,153.81,155.63,1528949
2024-12-04,MSFT,155.63,157.67,151.59,153.60,1671547
2024-12-05,MSFT,153.60,155.34,147.03,148.72,2364765
2024-12-06,MSFT,148.72,150.38,143.79,145.41,2029586
2024-12-09,MSFT,145.41,150.07,142.38,147.01,1546370
2024-12-10,MSFT,147.01,148.60,137.60,139.10,3434199
2024-12-11,MSFT,139.10,144.06,137.51,142.43,1886007
2024-12-12,MSFT,142.43,145.11,139.88,142.56,969322
2024-12-13,MSFT,142.56,148.09,140.77,146.26,2159075
2024-12-16,MSFT,146.26,147.06,141.96,142.74,2165781
2024-12-17,MSFT,142.74,145.07,140.28,142.60,1330296
2024-12-18,MSFT,142.60,145.55,132.96,135.77,2929387
2024-12-19,MSFT,135.77,145.73,134.22,144.08,3589336
2024-12-20,MSFT,144.08,146.67,141.91,144.49,1050993
2024-12-23,MSFT,144.49,146.84,143.90,146.24,1630058
2024-12-24,MSFT,146.24,146.90,142.00,142.64,1960485
2024-12-25,MSFT,142.64,145.33,136.95,139.58,1975403
2024-12-26,MSFT,139.58,141.39,134.92,136.70,2013548
2024-12-27,MSFT,136.70,137.19,132.69,133.16,2180195
2024-12-30,MSFT,133.16,135.99,126.41,129.16,2242628
2024-12-31,MSFT,129.16,129.58,127.20,127.61,1604241
2025-01-01,MSFT,127.61,128.35,125.13,125.86,1827320
2025-01-02,MSFT,125.86,127.30,125.02,126.46,1436155
2025-01-03,MSFT,126.46,128.80,122.76,125.08,1562931
2025-01-06,MSFT,125.08,126.36,122.61,123.88,1473757
2025-01-07,MSFT,123.88,127.04,121.87,125.02,1469879
2025-01-08,MSFT,125.02,132.03,123.02,129.96,2650747
2025-01-09,MSFT,129.96,131.10,128.82,129.96,1081782
2025-01-10,MSFT,129.96,131.42,127.77,129.22,1133900
2025-01-13,MSFT,129.22,131.06,127.29,129.13,1081258
2025-01-14,MSFT,129.13,131.04,126.83,128.73,1099298
2025-01-15,MSFT,128.73,130.68,127.58,129.52,1383763
2025-01-16,MSFT,129.52,131.45,126.18,128.08,1556377
2025-01-17,MSFT,128.08,129.23,126.99,128.14,1278456
2025-01-20,MSFT,128.14,128.83,122.87,123.54,2685755
2025-01-21,MSFT,123.54,127.13,122.60,126.17,2084526
2025-01-22,MSFT,126.17,127.89,125.08,126.80,1463624
2025-01-23,MSFT,126.80,128.62,124.83,126.65,1177463
2025-01-24,MSFT,126.65,127.84,124.32,125.50,1325894
2025-01-27,MSFT,125.50,127.55,122.83,124.87,1172216
