date,ticker,open,high,low,close,volume
2024-02-23,NVDA,162.05,164.01,153.79,155.67,2536249
2024-02-26,NVDA,155.67,156.84,154.77,155.93,1331689
2024-02-27,NVDA,155.93,161.30,154.56,159.89,1922268
2024-02-28,NVDA,159.89,160.64,155.90,156.64,2058375
2024-02-29,NVDA,156.64,163.24,154.89,161.43,2340517
2024-03-01,NVDA,161.43,163.25,157.20,158.98,1754508
2024-03-04,NVDA,158.98,161.54,156.54,159.10,937439
2024-03-05,NVDA,159.10,161.07,156.03,157.98,1531502
2024-03-06,NVDA,157.98,170.16,154.38,166.37,3068341
2024-03-07,NVDA,166.37,168.86,163.82,166.31,1160039
2024-03-08,NVDA,166.31,175.94,164.14,173.67,2795460
2024-03-11,NVDA,173.67,176.27,162.43,164.90,2945117
2024-03-12,NVDA,164.90,168.11,155.82,158.91,2718051
2024-03-13,NVDA,158.91,163.86,158.22,163.15,2011650
2024-03-14,NVDA,163.15,166.31,157.85,160.97,1695551
2024-03-15,NVDA,160.97,163.45,147.31,149.62,3853957
2024-03-18,NVDA,149.62,152.10,147.98,150.45,1137951
2024-03-19,NVDA,150.45,152.62,148.63,150.80,1335130
2024-03-20,NVDA,150.80,151.45,147.32,147.96,1856795
2024-03-21,NVDA,147.96,151.07,141.86,144.90,1815229
2024-03-22,NVDA,144.90,153.88,143.59,152.51,3320908
2024-03-25,NVDA,152.51,158.45,150.36,156.24,2180311
2024-03-26,NVDA,156.24,157.07,154.36,155.18,1258610
2024-03-27,NVDA,155.18,163.26,152.01,159.99,2329565
2024-03-28,NVDA,159.99,164.25,158.23,162.47,1738859
2024-03-29,NVDA,162.47,164.66,151.77,153.85,3258786
2024-04-01,NVDA,153.85,162.62,152.55,161.26,3122442
2024-04-02,NVDA,161.26,163.87,156.53,159.11,1759769
2024-04-03,NVDA,159.11,168.05,157.44,166.30,3024045
2024-04-04,NVDA,166.30,169.48,159.72,162.83,1742547
2024-04-05,NVDA,162.83,166.81,162.04,166.00,1838814
2024-04-08,NVDA,166.00,166.61,153.65,154.21,3868880
2024-04-09,NVDA,154.21,157.05,146.45,149.19,2518423
2024-04-10,NVDA,149.19,150.81,148.05,149.66,1263762
2024-04-11,NVDA,149.66,151.53,147.82,149.68,1042171
2024-04-12,NVDA,149.68,152.00,147.17,149.49,973353
2024-04-15,NVDA,149.49,151.76,146.77,149.04,1320665
2024-04-16,NVDA,149.04,160.47,145.31,156.55,3203348
2024-04-17,NVDA,156.55,156.58,152.59,152.62,2086227
2024-04-18,NVDA,152.62,154.20,145.76,147.30,2549064
2024-04-19,NVDA,147.30,149.65,146.09,148.44,1603232
2024-04-22,NVDA,148.44,149.15,145.85,146.55,1571371
2024-04-23,NVDA,146.55,147.48,140.80,141.71,2465421
2024-04-24,NVDA,141.71,141.88,139.38,139.55,1815574
2024-04-25,NVDA,139.55,140.18,139.36,139.98,1264871
2024-04-26,NVDA,139.98,141.40,133.98,135.35,2408916
2024-04-29,NVDA,135.35,137.23,134.32,136.19,1449417
2024-04-30,NVDA,136.19,137.74,131.97,133.49,1964237
2024-05-01,NVDA,133.49,135.95,129.47,131.90,1482386
2024-05-02,NVDA,131.90,135.43,129.84,133.35,1432286
2024-05-03,NVDA,133.35,135.98,132.37,134.99,1695381
2024-05-06,NVDA,134.99,136.28,130.47,131.74,2133838
2024-05-07,NVDA,131.74,135.26,130.62,134.12,1882386
2024-05-08,NVDA,134.12,136.00,131.47,133.34,1464497
2024-05-09,NVDA,133.34,135.02,130.64,132.30,1377102
2024-05-10,NVDA,132.30,133.47,128.74,129.89,1901729
2024-05-13,NVDA,129.89,131.23,127.78,129.11,1246328
2024-05-14,NVDA,129.11,139.00,127.66,137.45,3737691
2024-05-15,NVDA,137.45,138.80,134.30,135.64,1575134
2024-05-16,NVDA,135.64,138.15,125.10,127.46,3621563
2024-05-17,NVDA,127.46,132.44,127.20,132.18,2512889
2024-05-20,NVDA,132.18,135.80,131.19,134.80,1787537
2024-05-21,NVDA,134.80,136.55,132.99,134.74,936364
2024-05-22,NVDA,134.74,135.78,126.73,127.71,3225508
2024-05-23,NVDA,127.71,129.37,119.35,120.92,3060623
2024-05-24,NVDA,120.92,125.54,120.26,124.85,2263551
2024-05-27,NVDA,124.85,126.16,123.67,124.98,1106934
2024-05-28,NVDA,124.98,126.05,119.56,120.60,2650816
2024-05-29,NVDA,120.60,122.03,117.43,118.83,1570388
2024-05-30,NVDA,118.83,120.64,115.76,117.55,1711823
2024-05-31,NVDA,117.55,119.83,115.94,118.21,1260573
2024-06-03,NVDA,118.21,121.19,116.88,119.85,1743162
2024-06-04,NVDA,119.85,126.67,119.18,125.97,2969276
2024-06-05,NVDA,125.97,128.65,123.55,126.22,1367531
2024-06-06,NVDA,126.22,126.46,119.80,120.02,2893596
2024-06-07,NVDA,120.02,124.83,118.21,122.98,1886435
2024-06-10,NVDA,122.98,129.64,121.91,128.53,2862958
2024-06-11,NVDA,128.53,129.63,124.34,125.41,2211754
2024-06-12,NVDA,125.41,130.36,123.50,128.40,1988896
2024-06-13,NVDA,128.40,130.42,123.90,125.88,1886698
2024-06-14,NVDA,125.88,129.58,123.88,127.56,1509477
2024-06-17,NVDA,127.56,135.53,126.86,134.79,3411908
2024-06-18,NVDA,134.79,135.88,133.43,134.52,996882
2024-06-19,NVDA,134.52,141.97,131.64,138.99,2268164
2024-06-20,NVDA,138.99,147.93,137.99,146.88,3563415
2024-06-21,NVDA,146.88,152.71,144.38,150.15,1841786
2024-06-24,NVDA,150.15,155.74,148.75,154.30,2016211
2024-06-25,NVDA,154.30,155.41,149.83,150.93,1951463
2024-06-26,NVDA,150.93,153.33,147.20,149.58,1317819
2024-06-27,NVDA,149.58,151.01,146.50,147.92,1458606
2024-06-28,NVDA,147.92,149.14,146.50,147.72,1193128
2024-07-01,NVDA,147.72,149.33,143.79,145.38,1611544
2024-07-02,NVDA,145.38,148.02,142.25,144.88,1117634
2024-07-03,NVDA,144.88,152.39,142.96,150.40,2578797
2024-07-04,NVDA,150.40,152.68,146.66,148.91,1552679
2024-07-05,NVDA,148.91,155.07,146.50,152.60,2141799
2024-07-08,NVDA,152.60,165.71,149.10,161.99,3393261
2024-07-09,NVDA,161.99,162.68,155.30,155.96,2499595
2024-07-10,NVDA,155.96,157.18,146.31,147.46,3142457
2024-07-11,NVDA,147.46,149.83,144.71,147.07,1198788
2024-07-12,NVDA,147.07,149.12,141.66,143.66,1951487
2024-07-15,NVDA,143.66,146.67,142.11,145.10,1453484
2024-07-16,NVDA,145.10,147.11,140.58,142.54,1986364
2024-07-17,NVDA,142.54,146.24,140.90,144.57,1803591
2024-07-18,NVDA,144.57,154.02,142.68,152.03,3142744
2024-07-19,NVDA,152.03,153.79,145.00,146.70,2578428
2024-07-22,NVDA,146.70,149.27,142.80,145.35,1290351
2024-07-23,NVDA,145.35,148.97,143.92,147.53,1799607
2024-07-24,NVDA,147.53,154.06,144.21,150.68,2027793
2024-07-25,NVDA,150.68,151.52,150.28,151.12,1121590
2024-07-26,NVDA,151.12,151.93,143.00,143.77,3165027
2024-07-29,NVDA,143.77,144.05,142.16,142.43,1365082
2024-07-30,NVDA,142.43,146.43,139.59,143.57,1590490
2024-07-31,NVDA,143.57,144.88,139.85,141.14,1736314
2024-08-01,NVDA,141.14,143.14,139.14,141.14,1286882
2024-08-02,NVDA,141.14,142.63,131.20,132.60,3346812
2024-08-05,NVDA,132.60,134.11,127.05,128.51,2282704
2024-08-06,NVDA,128.51,132.55,128.26,132.29,2335869
2024-08-07,NVDA,132.29,137.37,130.27,135.29,2057529
2024-08-08,NVDA,135.29,141.46,132.78,138.88,2089905
2024-08-09,NVDA,138.88,144.69,135.76,141.52,1851776
2024-08-12,NVDA,141.52,149.60,139.52,147.51,2896505
2024-08-13,NVDA,147.51,149.23,145.00,146.72,1388236
2024-08-14,NVDA,146.72,157.70,145.92,156.84,3697613
2024-08-15,NVDA,156.84,164.81,153.93,161.81,2335858
2024-08-16,NVDA,161.81,163.18,161.79,163.16,1535368
2024-08-19,NVDA,163.16,164.77,161.16,162.76,1053761
2024-08-20,NVDA,162.76,169.53,161.13,167.85,2418497
2024-08-21,NVDA,167.85,178.88,165.54,176.45,3021930
2024-08-22,NVDA,176.45,192.49,173.98,189.83,4049324
2024-08-23,NVDA,189.83,191.64,185.16,186.95,1671449
2024-08-26,NVDA,186.95,191.26,182.30,186.60,989374
2024-08-27,NVDA,186.60,201.73,184.05,199.01,3948004
2024-08-28,NVDA,199.01,201.74,196.41,199.14,1239571
2024-08-29,NVDA,199.14,200.52,193.22,194.57,1942505
2024-08-30,NVDA,194.57,196.39,191.80,193.61,1147565
2024-09-02,NVDA,193.61,195.58,191.15,193.12,1065013
2024-09-03,NVDA,193.12,195.77,182.98,185.53,2870635
2024-09-04,NVDA,185.53,188.32,182.20,184.97,1233463
2024-09-05,NVDA,184.97,191.50,183.67,190.16,2141766
2024-09-06,NVDA,190.16,194.09,188.38,192.29,1646683
2024-09-09,NVDA,192.29,194.87,184.24,186.75,2061313
2024-09-10,NVDA,186.75,193.89,184.93,192.03,2250603
2024-09-11,NVDA,192.03,193.43,184.44,185.80,2216520
2024-09-12,NVDA,185.80,189.65,171.87,175.50,3306622
2024-09-13,NVDA,175.50,178.27,170.96,173.70,1487679
2024-09-16,NVDA,173.70,173.82,171.71,171.83,1625096
2024-09-17,NVDA,171.83,176.06,171.75,175.97,2074210
2024-09-18,NVDA,175.97,179.20,174.15,177.36,1485428
2024-09-19,NVDA,177.36,186.14,173.95,182.63,2274743
2024-09-20,NVDA,182.63,186.47,179.29,183.12,1339407
2024-09-23,NVDA,183.12,188.53,180.89,186.26,1683584
2024-09-24,NVDA,186.26,195.03,183.52,192.21,2441953
2024-09-25,NVDA,192.21,193.79,189.23,190.81,1412275
2024-09-26,NVDA,190.81,203.19,188.89,201.17,3310729
2024-09-27,NVDA,201.17,201.95,193.76,194.52,2244368
2024-09-30,NVDA,194.52,206.21,191.82,203.39,2864526
2024-10-01,NVDA,203.39,213.25,201.79,211.58,2840656
2024-10-02,NVDA,211.58,213.37,196.83,198.50,3699401
2024-10-03,NVDA,198.50,204.54,195.76,201.76,1563495
2024-10-04,NVDA,201.76,205.38,185.62,189.01,3577032
2024-10-07,NVDA,189.01,196.82,186.06,193.80,2000101
2024-10-08,NVDA,193.80,203.84,190.40,200.33,2517145
2024-10-09,NVDA,200.33,205.42,198.22,203.28,1798559
2024-10-10,NVDA,203.28,205.57,198.55,200.82,1448619
2024-10-11,NVDA,200.82,203.05,187.14,189.24,3419882
2024-10-14,NVDA,189.24,191.09,184.28,186.10,1950270
2024-10-15,NVDA,186.10,196.02,183.13,192.94,2608674
2024-10-16,NVDA,192.94,194.29,186.72,188.04,2256465
2024-10-17,NVDA,188.04,191.23,180.42,183.53,2051634
2024-10-18,NVDA,183.53,186.07,175.19,177.65,2502528
2024-10-21,NVDA,177.65,180.06,166.43,168.71,2928426
2024-10-22,NVDA,168.71,172.42,165.97,169.66,1392679
2024-10-23,NVDA,169.66,170.93,156.35,157.53,3968316
2024-10-24,NVDA,157.53,164.64,155.57,162.62,2318658
2024-10-25,NVDA,162.62,165.35,158.68,161.39,1344467
2024-10-28,NVDA,161.39,166.12,154.30,158.97,1655637
2024-10-29,NVDA,158.97,162.56,156.99,160.56,1590934
2024-10-30,NVDA,160.56,173.00,157.84,170.12,3510851
2024-10-31,NVDA,170.12,171.13,166.41,167.41,1767881
2024-11-01,NVDA,167.41,170.77,159.58,162.85,2261717
2024-11-04,NVDA,162.85,169.82,158.45,165.36,1903127
2024-11-05,NVDA,165.36,172.26,163.79,170.64,2528075
2024-11-06,NVDA,170.64,173.92,163.39,166.59,2173006
2024-11-07,NVDA,166.59,168.07,162.55,164.01,1789701
2024-11-08,NVDA,164.01,175.72,160.96,172.50,3368201
2024-11-11,NVDA,172.50,179.16,170.45,177.06,2287081
2024-11-12,NVDA,177.06,177.21,174.31,174.46,1553085
2024-11-13,NVDA,174.46,176.81,170.44,172.77,1503349
2024-11-14,NVDA,172.77,174.51,172.07,173.80,1399746
2024-11-15,NVDA,173.80,177.86,157.24,161.00,3924970
2024-11-18,NVDA,161.00,163.76,151.26,153.90,2988434
2024-11-19,NVDA,153.90,155.19,149.33,150.59,1998114
2024-11-20,NVDA,150.59,151.70,148.35,149.45,1388187
2024-11-21,NVDA,149.45,152.10,145.76,148.39,1473250
2024-11-22,NVDA,148.39,149.45,142.16,143.18,2308858
2024-11-25,NVDA,143.18,145.27,143.09,145.17,1718461
2024-11-26,NVDA,145.17,147.42,140.31,142.51,1915315
2024-11-27,NVDA,142.51,144.67,139.56,141.71,1426725
2024-11-28,NVDA,141.71,143.84,137.36,139.46,1707763
2024-11-29,NVDA,139.46,142.57,132.75,135.78,2081252
2024-12-02,NVDA,135.78,139.87,134.30,138.35,1879209
2024-12-03,NVDA,138.35,146.63,138.00,146.26,3201349
2024-12-04,NVDA,146.26,153.67,144.17,151.51,2594818
2024-12-05,NVDA,151.51,154.40,146.71,149.57,1576129
2024-12-06,NVDA,149.57,150.59,132.84,133.76,5399523
2024-12-09,NVDA,133.76,136.95,133.30,136.48,1941005
2024-12-10,NVDA,136.48,138.61,131.18,133.26,2156799
2024-12-11,NVDA,133.26,134.07,130.21,131.01,1578990
2024-12-12,NVDA,131.01,131.73,127.88,128.58,1695468
2024-12-13,NVDA,128.58,130.61,122.47,124.44,2529177
2024-12-16,NVDA,124.44,125.56,118.51,119.60,2554176
2024-12-17,NVDA,119.60,124.60,118.34,123.31,2374231
2024-12-18,NVDA,123.31,123.92,123.22,123.83,1374351
2024-12-19,NVDA,123.83,126.07,118.74,120.94,1881446
2024-12-20,NVDA,120.94,124.12,118.93,122.09,1319852
2024-12-23,NVDA,122.09,124.42,121.40,123.73,1494782
2024-12-24,NVDA,123.73,124.70,120.65,121.60,1766482
2024-12-25,NVDA,121.60,126.54,121.06,125.97,2557270
2024-12-26,NVDA,125.97,126.81,121.62,122.43,2293359
2024-12-27,NVDA,122.43,127.07,119.46,124.06,1648507
2024-12-30,NVDA,124.06,128.29,121.61,125.81,1780082
2024-12-31,NVDA,125.81,131.41,123.69,129.23,2319285
2025-01-01,NVDA,129.23,130.61,126.69,128.05,1479691
2025-01-02,NVDA,128.05,129.59,126.38,127.92,1315443
2025-01-03,NVDA,127.92,129.39,125.91,127.37,1228971
2025-01-06,NVDA,127.37,129.11,123.86,125.57,1473837
2025-01-07,NVDA,125.57,126.65,122.89,123.95,1677841
2025-01-08,NVDA,123.95,124.67,123.42,124.14,1300836
2025-01-09,NVDA,124.14,128.29,123.20,127.32,1998842
2025-01-10,NVDA,127.32,128.49,122.31,123.44,2180944
2025-01-13,NVDA,123.44,128.07,121.25,125.84,1943241
2025-01-14,NVDA,125.84,128.61,124.11,126.87,1316060
2025-01-15,NVDA,126.87,132.01,125.63,130.73,2364604
2025-01-16,NVDA,130.73,131.38,124.42,125.04,2675932
2025-01-17,NVDA,125.04,125.61,120.86,121.42,2361360
2025-01-20,NVDA,121.42,123.91,116.19,118.62,2006514
2025-01-21,NVDA,118.62,120.23,116.66,118.26,1352373
2025-01-22,NVDA,118.26,126.73,115.94,124.29,3245719
2025-01-23,NVDA,124.29,128.06,122.61,126.35,1891402
2025-01-24,NVDA,126.35,128.04,123.57,125.24,1460403
2025-01-27,NVDA,125.24,125.80,116.33,116.85,3811178
