date,ticker,open,high,low,close,volume
2024-02-13,GOOGL,340.28,346.65,327.61,333.86,1776349
2024-02-14,GOOGL,333.86,347.34,330.08,343.45,2434032
2024-02-15,GOOGL,343.45,344.95,337.80,339.29,1748617
2024-02-16,GOOGL,339.29,354.97,334.94,350.49,2399777
2024-02-19,GOOGL,350.49,355.11,345.44,350.05,1268300
2024-02-20,GOOGL,350.05,353.77,334.97,338.56,2373148
2024-02-21,GOOGL,338.56,344.00,335.88,341.30,1399700
2024-02-22,GOOGL,341.30,345.96,324.63,329.13,2712468
2024-02-23,GOOGL,329.13,330.80,327.32,328.99,1110894
2024-02-26,GOOGL,328.99,343.07,321.07,335.00,1653607
2024-02-27,GOOGL,335.00,335.13,331.29,331.42,1548056
2024-02-28,GOOGL,331.42,339.99,329.02,337.55,1861041
2024-02-29,GOOGL,337.55,345.53,332.53,340.47,1582205
2024-03-01,GOOGL,340.47,347.85,335.29,342.64,1301704
2024-03-04,GOOGL,342.64,359.65,337.38,354.21,2380414
2024-03-05,GOOGL,354.21,362.08,338.45,346.14,1840071
2024-03-06,GOOGL,346.14,350.89,336.57,341.25,1661361
2024-03-07,GOOGL,341.25,345.29,333.20,337.18,1519069
2024-03-08,GOOGL,337.18,341.99,324.76,329.45,2129251
2024-03-11,GOOGL,329.45,356.20,325.92,352.42,3893985
2024-03-12,GOOGL,352.42,357.97,340.29,345.73,1665005
2024-03-13,GOOGL,345.73,348.86,341.86,344.98,1155223
2024-03-14,GOOGL,344.98,351.83,331.59,338.31,2001031
2024-03-15,GOOGL,338.31,341.02,333.95,336.65,1399955
2024-03-18,GOOGL,336.65,338.22,329.46,331.01,1724647
2024-03-19,GOOGL,331.01,346.50,325.23,340.56,2180774
2024-03-20,GOOGL,340.56,347.81,333.77,341.01,1254667
2024-03-21,GOOGL,341.01,346.77,337.62,343.35,1474160
2024-03-22,GOOGL,343.35,350.11,330.54,337.17,1936011
2024-03-25,GOOGL,337.17,349.30,331.92,343.95,1828482
2024-03-26,GOOGL,343.95,350.61,338.09,344.73,1209798
2024-03-27,GOOGL,344.73,349.04,340.78,345.09,1060766
2024-03-28,GOOGL,345.09,370.86,336.90,362.27,3017275
2024-03-29,GOOGL,362.27,364.74,353.66,356.09,1756971
2024-04-01,GOOGL,356.09,359.28,344.87,347.98,1830626
2024-04-02,GOOGL,347.98,351.83,332.78,336.50,2378626
2024-04-03,GOOGL,336.50,344.01,326.40,333.84,1467487
2024-04-04,GOOGL,333.84,337.92,327.52,331.56,1520891
2024-04-05,GOOGL,331.56,336.52,321.53,326.41,1849417
2024-04-08,GOOGL,326.41,336.60,320.13,330.25,1616846
2024-04-09,GOOGL,330.25,333.63,318.51,321.80,1977876
2024-04-10,GOOGL,321.80,337.35,318.37,333.79,2781897
2024-04-11,GOOGL,333.79,340.10,303.51,309.36,3875201
2024-04-12,GOOGL,309.36,316.56,295.86,302.91,2096989
2024-04-15,GOOGL,302.91,309.00,299.27,305.32,1265546
2024-04-16,GOOGL,305.32,309.15,301.00,304.82,1181016
2024-04-17,GOOGL,304.82,308.40,294.51,298.02,2160342
2024-04-18,GOOGL,298.02,302.99,288.45,293.35,1900047
2024-04-19,GOOGL,293.35,302.20,287.99,296.78,1626302
2024-04-22,GOOGL,296.78,305.19,292.25,300.60,1698447
2024-04-23,GOOGL,300.60,310.99,293.42,303.73,1503786
2024-04-24,GOOGL,303.73,310.54,302.10,308.89,1872600
2024-04-25,GOOGL,308.89,312.01,299.74,302.79,1733433
2024-04-26,GOOGL,302.79,304.48,292.21,293.84,2142110
2024-04-29,GOOGL,293.84,301.16,272.96,279.93,3130220
2024-04-30,GOOGL,279.93,284.62,272.19,276.82,1404350
2024-05-01,GOOGL,276.82,281.61,268.21,272.93,1651945
2024-05-02,GOOGL,272.93,276.34,269.43,272.84,1260068
2024-05-03,GOOGL,272.84,280.55,267.66,275.32,1452203
2024-05-06,GOOGL,275.32,279.29,267.34,271.26,1859104
2024-05-07,GOOGL,271.26,275.33,255.51,259.40,2845191
2024-05-08,GOOGL,259.40,262.94,256.78,260.31,1238202
2024-05-09,GOOGL,260.31,270.54,253.29,263.43,1737332
2024-05-10,GOOGL,263.43,266.86,258.69,262.10,1388589
2024-05-13,GOOGL,262.10,265.42,254.95,258.23,1581488
2024-05-14,GOOGL,258.23,265.57,254.73,262.02,1585431
2024-05-15,GOOGL,262.02,267.42,256.49,261.89,991664
2024-05-16,GOOGL,261.89,262.46,258.56,259.12,1668512
2024-05-17,GOOGL,259.12,262.15,251.24,254.21,1946720
2024-05-20,GOOGL,254.21,256.74,242.83,245.27,2690342
2024-05-21,GOOGL,245.27,247.69,241.09,243.48,1353729
2024-05-22,GOOGL,243.48,247.33,239.02,242.86,1325044
2024-05-23,GOOGL,242.86,247.22,242.41,246.76,1658180
2024-05-24,GOOGL,246.76,247.57,242.09,242.89,1695609
2024-05-27,GOOGL,242.89,244.81,232.89,234.74,2431479
2024-05-28,GOOGL,234.74,237.63,225.61,228.42,2063900
2024-05-29,GOOGL,228.42,233.69,227.47,232.72,1709078
2024-05-30,GOOGL,232.72,244.29,228.98,240.42,2533689
2024-05-31,GOOGL,240.42,256.89,239.09,255.48,3787023
2024-06-03,GOOGL,255.48,268.63,250.19,263.18,2142584
2024-06-04,GOOGL,263.18,275.47,257.36,269.52,2136529
2024-06-05,GOOGL,269.52,283.27,265.96,279.57,2512780
2024-06-06,GOOGL,279.57,284.09,264.73,269.08,2763045
2024-06-07,GOOGL,269.08,272.64,262.21,265.74,1491527
2024-06-10,GOOGL,265.74,277.53,259.29,270.96,1862641
2024-06-11,GOOGL,270.96,273.68,266.78,269.50,1310465
2024-06-12,GOOGL,269.50,276.63,266.01,273.10,1761762
2024-06-13,GOOGL,273.10,276.81,270.34,274.04,1406008
2024-06-14,GOOGL,274.04,278.61,269.43,274.00,1290915
2024-06-17,GOOGL,274.00,287.88,272.58,286.39,2938380
2024-06-18,GOOGL,286.39,287.07,272.60,273.25,3024275
2024-06-19,GOOGL,273.25,287.38,271.31,285.35,3054253
2024-06-20,GOOGL,285.35,290.32,280.49,285.46,1262672
2024-06-21,GOOGL,285.46,288.13,275.37,277.97,2024865
2024-06-24,GOOGL,277.97,282.72,268.55,273.21,1782130
2024-06-25,GOOGL,273.21,277.73,271.70,276.20,1439801
2024-06-26,GOOGL,276.20,284.83,273.32,281.90,1867350
2024-06-27,GOOGL,281.90,283.04,281.70,282.85,1164941
2024-06-28,GOOGL,282.85,292.63,278.38,288.07,1663282
2024-07-01,GOOGL,288.07,294.89,283.42,290.20,1388415
2024-07-02,GOOGL,290.20,294.07,281.47,285.27,1834033
2024-07-03,GOOGL,285.27,301.90,281.37,297.83,3052273
2024-07-04,GOOGL,297.83,303.27,296.94,302.37,1719581
2024-07-05,GOOGL,302.37,310.61,297.12,305.30,1672068
2024-07-08,GOOGL,305.30,322.56,303.87,321.05,3045404
2024-07-09,GOOGL,321.05,324.73,314.24,317.88,1392080
2024-07-10,GOOGL,317.88,322.09,306.00,310.11,1980900
2024-07-11,GOOGL,310.11,312.68,305.44,307.99,1473336
2024-07-12,GOOGL,307.99,313.22,305.06,310.26,1339567
2024-07-15,GOOGL,310.26,314.75,304.55,309.02,1207642
2024-07-16,GOOGL,309.02,314.43,297.63,302.94,1801882
2024-07-17,GOOGL,302.94,309.59,291.89,298.45,1651213
2024-07-18,GOOGL,298.45,305.81,291.49,298.85,1242891
2024-07-19,GOOGL,298.85,301.68,288.02,290.78,2045759
2024-07-22,GOOGL,290.78,293.25,287.59,290.06,1351063
2024-07-23,GOOGL,290.06,299.73,288.90,298.53,2423955
2024-07-24,GOOGL,298.53,302.91,287.33,291.61,2180948
2024-07-25,GOOGL,291.61,293.28,288.61,290.28,1134956
2024-07-26,GOOGL,290.28,297.39,285.91,292.97,1349275
2024-07-29,GOOGL,292.97,298.79,283.30,289.04,1664337
2024-07-30,GOOGL,289.04,293.15,282.15,286.21,1387605
2024-07-31,GOOGL,286.21,286.41,283.81,284.00,1292964
2024-08-01,GOOGL,284.00,287.74,272.05,275.68,2303010
2024-08-02,GOOGL,275.68,277.47,269.24,271.01,1630254
2024-08-05,GOOGL,271.01,289.68,267.36,285.83,3193312
2024-08-06,GOOGL,285.83,290.50,267.71,272.16,3153024
2024-08-07,GOOGL,272.16,274.56,262.27,264.61,2123444
2024-08-08,GOOGL,264.61,275.85,264.03,275.25,2839979
2024-08-09,GOOGL,275.25,277.38,272.13,274.25,1346269
2024-08-12,GOOGL,274.25,281.41,269.62,276.74,1318123
2024-08-13,GOOGL,276.74,280.14,270.54,273.90,1648269
2024-08-14,GOOGL,273.90,281.03,269.43,276.52,1415084
2024-08-15,GOOGL,276.52,278.99,263.38,265.76,2509563
2024-08-16,GOOGL,265.76,277.01,261.81,272.95,2009513
2024-08-19,GOOGL,272.95,278.15,268.63,273.81,1158694
2024-08-20,GOOGL,273.81,277.79,269.15,273.13,1255478
2024-08-21,GOOGL,273.13,276.43,269.22,272.52,1231340
2024-08-22,GOOGL,272.52,277.12,268.05,272.65,1297665
2024-08-23,GOOGL,272.65,277.33,258.03,262.54,2386669
2024-08-26,GOOGL,262.54,274.73,257.66,269.72,2230734
2024-08-27,GOOGL,269.72,270.29,264.73,265.30,1674406
2024-08-28,GOOGL,265.30,268.90,261.38,264.98,1343755
2024-08-29,GOOGL,264.98,269.65,252.64,257.17,2359046
2024-08-30,GOOGL,257.17,261.09,248.41,252.25,1703268
2024-09-02,GOOGL,252.25,253.41,242.31,243.43,2690607
2024-09-03,GOOGL,243.43,246.92,233.49,236.88,2254428
2024-09-04,GOOGL,236.88,240.78,235.45,239.33,1406967
2024-09-05,GOOGL,239.33,244.63,239.21,244.51,1979003
2024-09-06,GOOGL,244.51,247.90,240.88,244.26,1054032
2024-09-09,GOOGL,244.26,247.65,232.85,236.13,2359816
2024-09-10,GOOGL,236.13,245.09,233.35,242.23,1995960
2024-09-11,GOOGL,242.23,250.12,238.66,246.48,1826680
2024-09-12,GOOGL,246.48,249.73,243.55,246.80,1281060
2024-09-13,GOOGL,246.80,249.83,239.75,242.73,1661180
2024-09-16,GOOGL,242.73,245.78,236.11,239.12,1651496
2024-09-17,GOOGL,239.12,242.81,227.56,231.12,2345069
2024-09-18,GOOGL,231.12,238.01,227.27,234.10,1416402
2024-09-19,GOOGL,234.10,236.66,230.45,233.00,1319892
2024-09-20,GOOGL,233.00,234.13,230.20,231.32,1309382
2024-09-23,GOOGL,231.32,234.72,226.07,229.44,1576598
2024-09-24,GOOGL,229.44,233.51,226.49,230.55,1247939
2024-09-25,GOOGL,230.55,234.95,223.53,227.88,1448639
2024-09-26,GOOGL,227.88,238.59,223.67,234.26,2057196
2024-09-27,GOOGL,234.26,241.64,231.49,238.80,2054659
2024-09-30,GOOGL,238.80,248.21,237.06,246.40,2496063
2024-10-01,GOOGL,246.40,250.43,236.86,240.79,2028971
2024-10-02,GOOGL,240.79,245.50,238.34,243.03,1515327
2024-10-03,GOOGL,243.03,249.57,231.90,238.31,1877129
2024-10-04,GOOGL,238.31,253.68,233.43,248.59,2823862
2024-10-07,GOOGL,248.59,256.65,245.86,253.87,2088079
2024-10-08,GOOGL,253.87,255.47,251.05,252.64,1364706
2024-10-09,GOOGL,252.64,254.86,250.84,253.05,1021567
2024-10-10,GOOGL,253.05,254.95,243.95,245.79,2184269
2024-10-11,GOOGL,245.79,251.21,243.55,248.94,1642239
2024-10-14,GOOGL,248.94,253.23,238.85,243.04,2036285
2024-10-15,GOOGL,243.04,252.00,238.68,247.56,1865869
2024-10-16,GOOGL,247.56,254.88,243.63,250.90,1565124
2024-10-17,GOOGL,250.90,255.50,247.70,252.28,1162769
2024-10-18,GOOGL,252.28,262.81,248.91,259.34,2178588
2024-10-21,GOOGL,259.34,268.02,257.12,265.74,2286982
2024-10-22,GOOGL,265.74,284.73,261.16,279.90,3088068
2024-10-23,GOOGL,279.90,284.38,269.80,274.19,1725910
2024-10-24,GOOGL,274.19,279.31,272.35,277.45,1623216
2024-10-25,GOOGL,277.45,283.33,273.91,279.76,1498057
2024-10-28,GOOGL,279.76,285.35,275.73,281.29,1165766
2024-10-29,GOOGL,281.29,283.92,271.14,273.70,2016225
2024-10-30,GOOGL,273.70,288.55,268.11,282.77,2443246
2024-10-31,GOOGL,282.77,286.97,271.46,275.56,2083337
2024-11-01,GOOGL,275.56,280.75,272.69,277.86,1622662
2024-11-04,GOOGL,277.86,290.49,274.83,287.36,2612399
2024-11-05,GOOGL,287.36,292.08,276.27,280.89,1860206
2024-11-06,GOOGL,280.89,287.96,277.15,284.19,1734026
2024-11-07,GOOGL,284.19,295.09,277.60,288.41,1639170
2024-11-08,GOOGL,288.41,290.58,285.13,287.30,1354583
2024-11-11,GOOGL,287.30,291.29,279.61,283.54,1730027
2024-11-12,GOOGL,283.54,288.86,275.77,281.04,1588497
2024-11-13,GOOGL,281.04,283.85,277.85,280.66,1223483
2024-11-14,GOOGL,280.66,284.06,273.87,277.23,1450113
2024-11-15,GOOGL,277.23,283.43,267.40,273.52,1587879
2024-11-18,GOOGL,273.52,275.42,271.80,273.69,1141431
2024-11-19,GOOGL,273.69,284.16,271.42,281.82,2400164
2024-11-20,GOOGL,281.82,300.54,278.86,297.42,3341191
2024-11-21,GOOGL,297.42,307.21,294.33,304.05,2112866
2024-11-22,GOOGL,304.05,309.53,301.33,306.79,1547660
2024-11-25,GOOGL,306.79,307.79,299.25,300.23,2047982
2024-11-26,GOOGL,300.23,311.01,296.49,307.18,2195575
2024-11-27,GOOGL,307.18,316.21,302.23,311.19,1744344
2024-11-28,GOOGL,311.19,322.41,308.26,319.41,2048092
2024-11-29,GOOGL,319.41,323.04,316.42,320.04,1324822
2024-12-02,GOOGL,320.04,325.65,317.36,322.95,1600823
2024-12-03,GOOGL,322.95,324.44,315.84,317.30,1622058
2024-12-04,GOOGL,317.30,334.73,316.41,333.79,3184168
2024-12-05,GOOGL,333.79,339.13,323.28,328.54,1726405
2024-12-06,GOOGL,328.54,330.29,322.93,324.66,1713047
2024-12-09,GOOGL,324.66,331.34,316.58,323.23,1285495
2024-12-10,GOOGL,323.23,326.99,315.59,319.30,1460366
2024-12-11,GOOGL,319.30,336.47,316.19,333.23,2937338
2024-12-12,GOOGL,333.23,338.05,314.63,319.25,2704826
2024-12-13,GOOGL,319.25,322.38,315.71,318.84,1243702
2024-12-16,GOOGL,318.84,335.60,316.38,333.03,2820482
2024-12-17,GOOGL,333.03,343.33,330.43,340.66,1990815
2024-12-18,GOOGL,340.66,346.56,332.47,338.33,1270250
2024-12-19,GOOGL,338.33,347.28,336.77,345.68,1858674
2024-12-20,GOOGL,345.68,367.82,339.22,361.07,2957881
2024-12-23,GOOGL,361.07,369.66,354.83,363.38,1209697
2024-12-24,GOOGL,363.38,367.55,354.83,358.95,1675844
2024-12-25,GOOGL,358.95,370.49,350.52,361.99,1411206
2024-12-26,GOOGL,361.99,373.33,357.98,369.24,1743780
2024-12-27,GOOGL,369.24,375.88,361.76,368.38,998993
2024-12-30,GOOGL,368.38,378.33,364.45,374.33,1790593
2024-12-31,GOOGL,374.33,397.17,369.49,392.09,2994307
2025-01-01,GOOGL,392.09,396.59,388.41,392.90,1102089
2025-01-02,GOOGL,392.90,398.61,381.31,386.94,1818396
2025-01-03,GOOGL,386.94,405.46,380.15,398.47,2397926
2025-01-06,GOOGL,398.47,402.35,392.14,396.00,1383281
2025-01-07,GOOGL,396.00,406.88,379.06,389.77,1724583
2025-01-08,GOOGL,389.77,394.18,382.72,387.10,1238927
2025-01-09,GOOGL,387.10,389.19,385.55,387.64,1284818
2025-01-10,GOOGL,387.64,388.18,382.32,382.86,1758039
2025-01-13,GOOGL,382.86,387.57,372.34,376.98,1722848
2025-01-14,GOOGL,376.98,389.53,370.13,382.58,1633428
2025-01-15,GOOGL,382.58,388.29,373.01,378.67,1356501
2025-01-16,GOOGL,378.67,380.35,373.05,374.71,1665377
2025-01-17,GOOGL,374.71,377.02,363.13,365.37,1998448
2025-01-20,GOOGL,365.37,370.56,363.61,368.78,1443800
2025-01-21,GOOGL,368.78,383.10,363.59,377.78,2141871
2025-01-22,GOOGL,377.78,389.13,372.02,383.29,1853716
2025-01-23,GOOGL,383.29,384.19,380.44,381.34,1240021
2025-01-24,GOOGL,381.34,381.35,368.98,369.00,2469221
2025-01-27,GOOGL,369.00,374.25,353.54,358.64,2420489
